13.36,36.0
13.4,16.0
13.44,34.0
13.48,85.0
13.52,32.0
13.56,23.0
13.6,38.0
13.64,100.0
13.68,32.0
13.72,61.0
13.76,84.0
13.8,85.0
13.84,62.0
13.88,89.0
13.92,50.0
13.96,18.0
14.0,10.0
14.04,17.0
14.08,41.0
14.12,16.0
14.16,42.0
14.2,43.0
14.24,100.0
14.28,50.0
14.32,33.0
14.36,65.0
14.4,76.0
14.44,12.0
14.48,87.0
14.52,28.0
14.56,83.0
14.6,92.0
14.64,51.0
14.68,32.0
14.72,57.0
14.76,45.0
14.8,14.0
14.84,13.0
14.88,16.0
14.92,71.0
14.96,78.0
15.0,31.0
15.04,59.0
15.08,62.0
15.12,31.0
15.16,78.0
15.2,10.0
15.24,39.0
15.28,51.0
15.32,46.0
15.36,89.0
15.4,67.0
15.44,98.0
15.48,34.0
15.52,63.0
15.56,88.0
15.6,56.0
15.64,24.0
15.68,43.0
15.72,84.0
15.76,50.0
15.8,61.0
15.84,51.0
15.88,30.0
15.92,77.0
15.96,24.0
16.0,24.0
16.04,52.0
16.08,72.0
16.12,60.0
16.16,90.0
16.2,55.0
16.24,90.0
16.28,49.0
16.32,92.0
16.36,15.0
16.4,72.0
16.44,86.0
16.48,24.0
16.52,94.0
16.56,39.0
16.6,74.0
16.64,13.0
16.68,31.0
16.72,56.0
16.76,93.0
16.8,60.0
16.84,23.0
16.88,73.0
16.92,21.0
16.96,91.0
17.0,19.0
17.04,50.0
17.08,51.0
17.12,14.0
17.16,17.0
17.2,27.0
17.24,57.0
17.28,35.0
17.32,12.0
17.36,76.0
17.4,31.0
17.44,42.0
17.48,15.0
17.52,38.0
17.56,23.0
17.6,14.0
17.64,34.0
17.68,56.0
17.72,48.0
17.76,60.0
17.8,73.0
17.84,29.0
17.88,36.0
17.92,65.0
17.96,100.0
18.0,45.0
18.04,69.0
18.08,17.0
18.12,18.0
18.16,53.0
18.2,11.0
18.24,65.0
18.28,12.0
18.32,17.0
18.36,65.0
18.4,82.0
18.44,51.0
18.48,93.0
18.52,52.0
18.56,93.0
18.6,23.0
18.64,92.0
18.68,15.0
18.72,32.0
18.76,15.0
18.8,92.0
18.84,93.0
18.88,47.0
18.92,86.0
18.96,45.0
19.0,39.0
19.04,15.0
19.08,37.0
19.12,15.0
19.16,67.0
19.2,17.0
19.24,91.0
19.28,92.0
19.32,18.0
19.36,55.0
19.4,32.0
19.44,29.0
19.48,55.0
19.52,27.0
19.56,79.0
19.6,74.0
19.64,92.0
19.68,70.0
19.72,24.0
19.76,60.0
19.8,40.0
19.84,59.0
19.88,11.0
19.92,98.0
19.96,81.0
20.0,15.0
20.04,59.0
20.08,82.0
20.12,68.0
20.16,100.0
20.2,81.0
20.24,44.0
20.28,34.0
20.32,44.0
20.36,32.0
20.4,18.0
20.44,40.0
20.48,54.0
20.52,60.0
20.56,17.0
20.6,52.0
20.64,26.0
20.68,56.0
20.72,21.0
20.76,99.0
20.8,58.0
20.84,25.0
20.88,63.0
20.92,96.0
20.96,39.0
21.0,78.0
21.04,10.0
21.08,38.0
21.12,83.0
21.16,34.0
21.2,57.0
21.24,32.0
21.28,46.0
21.32,93.0
21.36,98.0
21.4,53.0
21.44,35.0
21.48,68.0
21.52,59.0
21.56,54.0
21.6,65.0
21.64,30.0
21.68,46.0
21.72,100.0
21.76,70.0
21.8,92.0
21.84,87.0
21.88,40.0
21.92,20.0
21.96,86.0
22.0,93.0
22.04,94.0
22.08,51.0
22.12,16.0
22.16,81.0
22.2,59.0
22.24,11.0
22.28,96.0
22.32,44.0
22.36,97.0
22.4,53.0
22.44,37.0
22.48,28.0
22.52,66.0
22.56,61.0
22.6,33.0
22.64,42.0
22.68,38.0
22.72,44.0
22.76,97.0
22.8,95.0
22.84,98.0
22.88,24.0
22.92,48.0
22.96,69.0
23.0,27.0
23.04,81.0
23.08,68.0
23.12,97.0
23.16,12.0
23.2,39.0
23.24,64.0
23.28,36.0
23.32,95.0
23.36,75.0
23.4,82.0
23.44,65.0
23.48,65.0
23.52,89.0
23.56,44.0
23.6,62.0
23.64,45.0
23.68,72.0
23.72,36.0
23.76,12.0
23.8,58.0
23.84,80.0
23.88,69.0
23.92,11.0
23.96,86.0
24.0,77.0
24.04,74.0
24.08,90.0
24.12,100.0
24.16,94.0
24.2,69.0
24.24,83.0
24.28,51.0
24.32,94.0
24.36,32.0
24.4,92.0
24.44,54.0
24.48,70.0
24.52,61.0
24.56,59.0
24.6,18.0
24.64,80.0
24.68,60.0
24.72,62.0
24.76,94.0
24.8,62.0
24.84,64.0
24.88,15.0
24.92,63.0
24.96,15.0
25.0,57.0
25.04,35.0
25.08,60.0
25.12,60.0
25.16,44.0
25.2,64.0
25.24,85.0
25.28,52.0
25.32,82.0
25.36,33.0
25.4,34.0
25.44,58.0
25.48,90.0
25.52,97.0
25.56,35.0
25.6,100.0
25.64,63.0
25.68,19.0
25.72,36.0
25.76,58.0
25.8,89.0
25.84,44.0
25.88,83.0
25.92,36.0
25.96,66.0
